Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
66,Female,High School,Widowed,77295.0,637.0,25493.0,Business,Self-employed,14,Good,0.2934,188498.0,4.0,Scottview,AK,Luxembourg,0.0,0,Low
40,Male,High School,Married,105915.0,605.0,25136.0,Auto,Employed,1,Poor,0.4443,139151.0,4.0,East Robertside,VI,Mongolia,0.0,2,High
21,Non-binary,Bachelor's,Single,112945.0,713.0,49676.0,Personal,Self-employed,10,Good,0.4725,240403.0,0.0,Markmouth,PW,Croatia,1.0,0,Low
52,Male,High School,Married,86332.0,614.0,34039.0,Auto,Self-employed,6,Good,0.3574,48358.0,3.0,Lake Lauren,NE,Saint Barthelemy,3.0,1,Low
57,Female,High School,Widowed,92969.0,721.0,36036.0,Auto,Self-employed,10,Fair,0.1755,253728.0,1.0,Holtport,OH,Comoros,4.0,2,Low
53,Non-binary,Bachelor's,Widowed,73642.0,721.0,8843.0,Business,Employed,15,Poor,0.4591,98641.0,0.0,Marissafurt,PW,Saudi Arabia,2.0,1,Medium
65,Non-binary,Master's,Married,38128.0,651.0,20928.0,Home,Unemployed,15,Excellent,0.185,263229.0,0.0,Allisonview,WI,Haiti,1.0,1,Medium
44,Male,Master's,Divorced,68242.0,729.0,16184.0,Home,Self-employed,4,Fair,0.1791,293082.0,3.0,Port Alexanderfurt,NC,Hong Kong,0.0,0,Low
28,Non-binary,High School,Single,94312.0,762.0,35060.0,Home,Self-employed,7,Good,0.4127,151361.0,1.0,Kaylaborough,MH,Japan,1.0,1,Medium
25,Female,Bachelor's,Divorced,52399.0,600.0,31428.0,Personal,Unemployed,8,Good,0.585,208476.0,2.0,Patriciamouth,IA,Tanzania,2.0,2,Low
50,Female,PhD,Single,67646.0,612.0,22778.0,Business,Employed,19,Good,0.296,80018.0,4.0,Bryanhaven,NH,Bosnia and Herzegovina,4.0,1,Low
31,Non-binary,High School,Divorced,44180.0,651.0,47608.0,Personal,Self-employed,9,Fair,0.3848,212233.0,4.0,South Troy,OR,Gibraltar,4.0,1,Medium
63,Non-binary,Bachelor's,Single,90423.0,657.0,31479.0,Auto,Employed,9,Good,0.3952,235741.0,2.0,West Brianland,KY,Pitcairn Islands,1.0,2,Medium
57,Non-binary,Bachelor's,Single,101365.0,685.0,43195.0,Auto,Unemployed,16,Fair,0.2047,129023.0,2.0,Gatesbury,AK,Ireland,2.0,0,Low
36,Female,PhD,Divorced,97432.0,678.0,45857.0,Auto,Unemployed,19,Good,0.5586,103413.0,1.0,North Kimberlybury,IN,Chad,0.0,0,Medium
57,Non-binary,PhD,Single,49945.0,601.0,10139.0,Home,Self-employed,10,Good,0.5836,292328.0,3.0,Whitneyfort,NE,Lithuania,4.0,2,Low
33,Female,Bachelor's,Married,77852.0,730.0,25411.0,Business,Self-employed,6,Good,0.286,214161.0,4.0,Jeffreyton,MS,India,1.0,0,Medium
69,Male,High School,Widowed,34941.0,745.0,49767.0,Business,Self-employed,13,Poor,0.1244,47788.0,1.0,New Ryan,ID,Botswana,4.0,0,Medium
25,Female,PhD,Divorced,74501.0,736.0,41376.0,Home,Employed,19,Excellent,0.2452,149850.0,1.0,Monicafurt,IA,Uruguay,2.0,2,Medium
39,Female,Master's,Divorced,112085.0,635.0,21690.0,Business,Unemployed,13,Fair,0.3488,34738.0,1.0,East Jason,HI,Albania,4.0,1,Low
33,Non-binary,Bachelor's,Divorced,114088.0,615.0,26153.0,Home,Self-employed,14,Fair,0.5128,183161.0,4.0,Lake Stephanie,MT,Malaysia,4.0,1,Low
58,Male,Bachelor's,Married,110302.0,660.0,9502.0,Personal,Self-employed,1,Fair,0.3201,220298.0,4.0,Lake Jeffrey,IA,Saint Pierre and Miquelon,1.0,1,Medium
56,Male,High School,Divorced,72703.0,753.0,10701.0,Home,Self-employed,6,Fair,0.2527,243990.0,4.0,West Jessicaton,LA,Rwanda,2.0,2,Medium
25,Female,High School,Divorced,44315.0,731.0,34215.0,Auto,Employed,14,Fair,0.2266,79764.0,2.0,Mendozatown,ME,Romania,2.0,2,High
32,Non-binary,High School,Single,52161.0,642.0,21352.0,Home,Unemployed,11,Fair,0.2244,253677.0,2.0,Port Cassie,OK,United States Minor Outlying Islands,4.0,1,High
26,Non-binary,High School,Widowed,50716.0,746.0,47005.0,Personal,Self-employed,14,Good,0.2009,20913.0,0.0,Hansenmouth,OH,Hungary,4.0,2,Low
37,Male,High School,Divorced,103324.0,713.0,35198.0,Business,Unemployed,9,Poor,0.3191,103197.0,1.0,New Sherriberg,ID,Kiribati,3.0,0,Low
61,Male,PhD,Single,63016.0,743.0,40005.0,Home,Unemployed,0,Good,0.1312,54089.0,1.0,Lake Kimberlytown,AK,Burundi,3.0,1,Low
63,Non-binary,High School,Single,103552.0,674.0,14848.0,Auto,Unemployed,7,Good,0.1058,298871.0,1.0,New Mariafort,MN,Palau,1.0,2,Medium
28,Male,PhD,Single,116717.0,607.0,36263.0,Auto,Employed,18,Poor,0.2364,153983.0,0.0,South Davidburgh,KY,Sri Lanka,2.0,0,Medium
52,Non-binary,Bachelor's,Married,41673.0,678.0,45364.0,Home,Unemployed,3,Fair,0.4656,291755.0,3.0,East Kathleenburgh,MA,Tanzania,1.0,0,Low
69,Non-binary,High School,Divorced,44592.0,673.0,18632.0,Personal,Self-employed,3,Good,0.3361,87811.0,3.0,Larsonshire,AS,Panama,4.0,1,High
54,Female,High School,Single,52206.0,747.0,32881.0,Home,Self-employed,17,Poor,0.1075,272141.0,3.0,Emilyshire,WY,Dominica,4.0,0,High
64,Female,High School,Married,36246.0,749.0,36346.0,Home,Unemployed,4,Excellent,0.2051,281227.0,1.0,South Russell,KY,Slovakia (Slovak Republic),1.0,0,Low
47,Female,Bachelor's,Widowed,83236.0,610.0,36626.0,Personal,Unemployed,4,Good,0.5836,230146.0,4.0,East Margaret,FL,Saint Kitts and Nevis,3.0,1,Medium
41,Female,High School,Single,57355.0,796.0,7289.0,Business,Employed,8,Good,0.3655,35049.0,0.0,Salazarstad,HI,Nepal,0.0,0,Low
61,Male,PhD,Widowed,68604.0,674.0,46311.0,Home,Unemployed,6,Poor,0.3763,30806.0,3.0,West Thomas,VI,Lithuania,3.0,0,Medium
20,Non-binary,Bachelor's,Single,67743.0,606.0,32003.0,Home,Employed,5,Excellent,0.2737,137387.0,1.0,Matthewsside,RI,Netherlands,1.0,0,Low
51,Male,Bachelor's,Single,114067.0,764.0,15712.0,Personal,Self-employed,17,Poor,0.2461,93213.0,4.0,Port James,DC,Mayotte,3.0,0,Low
35,Non-binary,PhD,Widowed,117104.0,614.0,36254.0,Personal,Unemployed,19,Poor,0.3127,269711.0,4.0,West Chad,LA,Costa Rica,4.0,0,Medium
27,Female,PhD,Divorced,34781.0,678.0,23656.0,Personal,Unemployed,14,Excellent,0.2213,232851.0,2.0,New Miguelton,DC,French Southern Territories,3.0,1,Low
57,Male,Master's,Single,116548.0,622.0,30474.0,Home,Self-employed,8,Excellent,0.4038,106849.0,1.0,West Josephville,KY,Indonesia,0.0,0,Low
67,Female,Bachelor's,Married,66894.0,639.0,46395.0,Auto,Unemployed,10,Poor,0.5726,46850.0,0.0,East Kathryn,PR,Armenia,2.0,1,Medium
47,Female,Bachelor's,Divorced,25618.0,790.0,17623.0,Auto,Employed,5,Excellent,0.224,126259.0,4.0,Port Jeffrey,MD,Sri Lanka,1.0,2,Medium
35,Non-binary,PhD,Widowed,61524.0,655.0,19045.0,Home,Employed,3,Fair,0.1744,71934.0,2.0,Gilesshire,WA,Antigua and Barbuda,0.0,1,Medium
63,Non-binary,High School,Single,23239.0,609.0,25885.0,Personal,Self-employed,7,Excellent,0.1825,271117.0,3.0,South Anna,AL,Pakistan,1.0,0,Low
52,Male,PhD,Married,115614.0,705.0,40230.0,Auto,Unemployed,19,Good,0.1465,199347.0,2.0,North Erinmouth,ID,Ghana,1.0,2,Low
45,Female,High School,Divorced,61277.0,707.0,13684.0,Business,Self-employed,2,Excellent,0.413,62636.0,2.0,West Kimberlytown,CA,United States of America,2.0,0,Low
38,Female,High School,Married,100004.0,717.0,7111.0,Home,Unemployed,19,Excellent,0.5992,234330.0,3.0,Andrewstad,MS,Saint Vincent and the Grenadines,1.0,1,Medium
58,Non-binary,Master's,Married,58237.0,674.0,5579.0,Business,Self-employed,17,Good,0.3426,290940.0,2.0,Scottmouth,OH,Hong Kong,2.0,0,Low
63,Female,Bachelor's,Widowed,85930.0,745.0,42463.0,Home,Self-employed,16,Good,0.5186,138092.0,4.0,Richardside,CO,Reunion,1.0,1,Low
62,Female,PhD,Single,110688.0,737.0,5166.0,Personal,Self-employed,5,Poor,0.3552,166541.0,0.0,East Stacy,DC,Holy See (Vatican City State),3.0,0,Medium
55,Non-binary,Bachelor's,Married,91054.0,717.0,44771.0,Business,Employed,3,Fair,0.5086,165407.0,3.0,North Margaretburgh,MN,Taiwan,4.0,1,Low
51,Male,High School,Married,42184.0,704.0,23154.0,Auto,Self-employed,3,Good,0.2505,155898.0,4.0,Lake Shannon,KS,Zambia,3.0,2,Low
44,Female,PhD,Single,99837.0,763.0,33201.0,Personal,Self-employed,2,Fair,0.3354,141001.0,4.0,Jeffreyview,PW,Uruguay,1.0,0,Medium
64,Non-binary,High School,Married,106066.0,649.0,17113.0,Auto,Self-employed,0,Excellent,0.4175,142900.0,4.0,West Edwinshire,AR,Italy,2.0,1,Low
58,Female,High School,Widowed,27141.0,744.0,39730.0,Auto,Employed,9,Fair,0.3163,235658.0,1.0,Coopertown,SD,Congo,3.0,2,Low
64,Male,High School,Divorced,46558.0,650.0,17349.0,Auto,Self-employed,3,Poor,0.3525,182318.0,3.0,Muellermouth,PR,Lithuania,4.0,2,Low
36,Female,PhD,Divorced,117773.0,680.0,37996.0,Home,Employed,6,Fair,0.2251,215412.0,4.0,Port Steven,ME,Myanmar,2.0,2,Medium
39,Female,Bachelor's,Married,32683.0,764.0,30935.0,Home,Self-employed,1,Good,0.4669,34750.0,2.0,Port Christopher,UT,Estonia,3.0,2,Low
49,Female,High School,Married,68355.0,787.0,16093.0,Personal,Self-employed,4,Fair,0.3581,72631.0,2.0,Toddville,GA,Lithuania,0.0,1,Low
31,Male,High School,Single,113749.0,683.0,24670.0,Personal,Employed,16,Fair,0.4638,285741.0,0.0,Tuckermouth,NY,Paraguay,0.0,2,Low
58,Non-binary,Bachelor's,Married,60533.0,672.0,21961.0,Home,Employed,4,Poor,0.2937,214730.0,4.0,Ochoatown,OK,Saudi Arabia,4.0,2,Low
34,Female,High School,Single,57204.0,713.0,23615.0,Personal,Self-employed,1,Excellent,0.3355,135551.0,2.0,Parkerport,IL,Mauritius,2.0,0,Low
53,Male,Bachelor's,Married,50028.0,704.0,48831.0,Auto,Unemployed,8,Poor,0.5938,31424.0,0.0,Stephaniechester,MS,Kuwait,4.0,1,Low
62,Non-binary,Bachelor's,Widowed,42369.0,764.0,8916.0,Personal,Employed,4,Excellent,0.1108,172757.0,2.0,West Ericaburgh,SD,Palau,4.0,2,Low
69,Female,Master's,Divorced,23415.0,719.0,34713.0,Business,Unemployed,14,Fair,0.4306,258196.0,2.0,Hunttown,AS,Brazil,2.0,2,Low
53,Non-binary,High School,Widowed,82969.0,625.0,8488.0,Personal,Self-employed,6,Excellent,0.4375,54530.0,3.0,South Amy,CO,Romania,2.0,0,Low
37,Male,High School,Divorced,87238.0,694.0,33491.0,Home,Self-employed,0,Excellent,0.296,164875.0,1.0,West Jason,DE,Honduras,1.0,0,Low
54,Male,PhD,Divorced,81276.0,719.0,35106.0,Home,Unemployed,8,Fair,0.1831,207728.0,0.0,East Barbara,ND,Iraq,4.0,0,Medium
64,Female,PhD,Widowed,97850.0,722.0,22349.0,Personal,Self-employed,2,Excellent,0.4972,84277.0,0.0,New Alexanderview,IL,Bahrain,1.0,0,Medium
30,Male,Master's,Divorced,74607.0,716.0,32577.0,Home,Self-employed,13,Poor,0.5799,148715.0,4.0,Espinozaview,GU,Colombia,4.0,2,Low
18,Male,PhD,Widowed,100350.0,730.0,41649.0,Personal,Unemployed,16,Good,0.5945,167172.0,2.0,West Stevenside,VI,Isle of Man,1.0,1,High
31,Female,Master's,Widowed,35640.0,630.0,12649.0,Auto,Employed,16,Poor,0.4987,33121.0,3.0,Clarkchester,PR,Mozambique,0.0,1,Medium
47,Male,Bachelor's,Divorced,70646.0,769.0,32503.0,Personal,Employed,12,Poor,0.5951,49616.0,2.0,East Priscilla,CO,Mozambique,4.0,1,Low
29,Non-binary,High School,Single,76342.0,613.0,25436.0,Business,Employed,15,Fair,0.2495,248335.0,1.0,Nicholasberg,MI,Seychelles,0.0,2,High
56,Male,High School,Married,30515.0,746.0,31287.0,Home,Unemployed,12,Excellent,0.4615,132289.0,0.0,Carlosburgh,NE,Egypt,0.0,0,Medium
46,Male,High School,Single,20093.0,681.0,47765.0,Auto,Unemployed,2,Poor,0.2133,167295.0,0.0,Torresstad,NE,Cambodia,4.0,2,Medium
24,Female,Master's,Divorced,83440.0,765.0,25358.0,Home,Employed,9,Fair,0.1197,285619.0,1.0,Alexshire,MT,Saint Martin,1.0,1,Medium
58,Non-binary,High School,Married,83627.0,793.0,22791.0,Home,Self-employed,13,Fair,0.1608,50328.0,2.0,Johnsonville,WI,Guatemala,0.0,2,Low
29,Male,Master's,Divorced,75735.0,725.0,26814.0,Business,Self-employed,8,Poor,0.2918,231409.0,0.0,Riverafort,MP,Anguilla,3.0,2,Low
55,Female,Master's,Single,90726.0,694.0,15589.0,Home,Employed,18,Good,0.3838,136060.0,1.0,Michaelton,NM,Cook Islands,3.0,2,Low
53,Non-binary,Bachelor's,Widowed,33102.0,653.0,8038.0,Business,Self-employed,8,Good,0.1592,252864.0,3.0,Kimstad,KY,Mali,4.0,1,High
21,Male,Bachelor's,Married,107399.0,625.0,31875.0,Business,Employed,4,Poor,0.1103,135252.0,1.0,Tylerchester,MP,Sri Lanka,1.0,2,Low
39,Non-binary,High School,Single,103697.0,614.0,28889.0,Personal,Self-employed,14,Good,0.1592,115678.0,3.0,Stevenbury,SC,Mongolia,2.0,2,Low
19,Female,High School,Married,75491.0,614.0,6912.0,Home,Self-employed,4,Good,0.5743,29698.0,1.0,South Janice,NH,Sri Lanka,4.0,1,Low
49,Male,Bachelor's,Married,71932.0,730.0,32692.0,Personal,Employed,13,Excellent,0.3858,260913.0,2.0,Williamsfurt,HI,Svalbard & Jan Mayen Islands,0.0,0,Medium
55,Non-binary,Master's,Single,43434.0,790.0,15426.0,Home,Unemployed,15,Poor,0.4686,281993.0,1.0,Coxshire,SD,Poland,3.0,1,Medium
24,Non-binary,Master's,Widowed,65168.0,610.0,43992.0,Business,Unemployed,10,Fair,0.2203,39793.0,4.0,New Matthew,PW,New Zealand,4.0,0,Low
52,Female,Bachelor's,Widowed,110576.0,722.0,17926.0,Business,Unemployed,11,Poor,0.3536,158653.0,3.0,Natashaton,VI,Uganda,3.0,0,Low
54,Male,Bachelor's,Divorced,98821.0,770.0,28664.0,Business,Self-employed,7,Excellent,0.3234,94407.0,1.0,Singletontown,SD,Svalbard & Jan Mayen Islands,3.0,0,High
32,Male,PhD,Divorced,46897.0,675.0,9358.0,Business,Self-employed,13,Fair,0.4107,286267.0,2.0,Charlesshire,MS,Estonia,4.0,1,Low
41,Non-binary,PhD,Married,76389.0,687.0,26031.0,Business,Unemployed,13,Excellent,0.183,138207.0,4.0,Port Mariah,MN,Bouvet Island (Bouvetoya),4.0,2,Medium
33,Non-binary,PhD,Single,57471.0,632.0,23350.0,Business,Unemployed,17,Good,0.1509,170350.0,2.0,West Brittany,NY,Nicaragua,2.0,0,Medium
48,Male,High School,Single,68957.0,637.0,10063.0,Auto,Employed,0,Poor,0.1063,167519.0,2.0,Angelaland,WV,Germany,0.0,0,Medium
23,Non-binary,Master's,Widowed,76049.0,799.0,7879.0,Auto,Employed,8,Excellent,0.2786,280597.0,3.0,Port Jody,MD,Serbia,4.0,1,Low
26,Male,High School,Single,32770.0,707.0,42630.0,Auto,Unemployed,6,Poor,0.2314,87512.0,4.0,South Shawn,MH,Eritrea,1.0,0,Medium
41,Non-binary,High School,Single,88354.0,733.0,17985.0,Personal,Employed,1,Excellent,0.1171,33514.0,0.0,Cruzchester,RI,Bosnia and Herzegovina,1.0,0,Low
64,Female,Bachelor's,Divorced,34988.0,716.0,21847.0,Personal,Employed,0,Good,0.1324,163213.0,3.0,Sandrachester,AS,Egypt,2.0,2,Low
39,Non-binary,PhD,Divorced,104480.0,775.0,6119.0,Auto,Employed,3,Fair,0.5129,242511.0,2.0,East Williamville,DC,Kiribati,2.0,1,Medium
57,Female,Master's,Married,62912.0,776.0,23898.0,Auto,Employed,18,Poor,0.1745,73140.0,4.0,Lake Jessica,WA,French Southern Territories,3.0,0,Low
55,Male,Master's,Divorced,64828.0,789.0,42223.0,Personal,Self-employed,4,Excellent,0.2412,86025.0,3.0,East Paulfort,UT,Tanzania,2.0,0,Medium
52,Female,PhD,Widowed,32318.0,738.0,24042.0,Business,Self-employed,6,Fair,0.1196,228259.0,0.0,Garciamouth,MS,British Virgin Islands,1.0,2,Low
33,Male,Master's,Married,89833.0,625.0,15065.0,Home,Unemployed,10,Poor,0.2058,177248.0,4.0,Josephville,MN,Ukraine,1.0,2,High
59,Male,Master's,Single,95186.0,704.0,17705.0,Business,Unemployed,8,Fair,0.542,243505.0,3.0,Lisaland,IA,Hong Kong,1.0,0,Medium
50,Female,Master's,Married,69339.0,611.0,24500.0,Home,Unemployed,11,Poor,0.4998,47620.0,2.0,Port Virginiaside,VA,Tokelau,0.0,1,Medium
53,Non-binary,Master's,Single,98731.0,746.0,10335.0,Home,Unemployed,1,Good,0.3244,232793.0,4.0,Kyleborough,KY,Morocco,1.0,1,Low
66,Non-binary,High School,Divorced,30273.0,795.0,47919.0,Personal,Employed,17,Poor,0.5014,190375.0,0.0,East William,MO,Mongolia,4.0,0,Low
63,Male,Master's,Married,49665.0,674.0,10298.0,Business,Employed,7,Excellent,0.3384,125549.0,0.0,South Nancychester,HI,British Indian Ocean Territory (Chagos Archipelago),3.0,2,High
31,Male,PhD,Single,53709.0,712.0,8961.0,Personal,Unemployed,11,Poor,0.3779,46271.0,3.0,Cooleyville,MP,Singapore,0.0,2,Low
42,Female,Bachelor's,Widowed,90784.0,624.0,29989.0,Business,Self-employed,6,Poor,0.425,101339.0,3.0,New Kevinbury,MT,Nepal,2.0,1,Medium
53,Female,High School,Married,27282.0,632.0,32759.0,Personal,Unemployed,5,Good,0.2331,40730.0,4.0,Smithmouth,VT,Israel,0.0,0,Low
28,Female,Master's,Widowed,85951.0,662.0,20685.0,Home,Employed,16,Excellent,0.3136,176640.0,1.0,West Emilytown,PR,Netherlands Antilles,4.0,2,High
48,Male,Bachelor's,Widowed,29542.0,627.0,29284.0,Auto,Self-employed,18,Excellent,0.3483,227183.0,0.0,Wellsfort,IA,Western Sahara,1.0,1,High
53,Non-binary,Bachelor's,Single,115446.0,617.0,40503.0,Personal,Unemployed,10,Poor,0.398,125592.0,2.0,Taylorview,VA,Mozambique,2.0,2,Medium
35,Non-binary,High School,Widowed,59433.0,670.0,40175.0,Personal,Self-employed,19,Fair,0.3492,209448.0,0.0,East Brittanyside,NM,Grenada,0.0,0,Low
46,Male,High School,Widowed,33566.0,666.0,49211.0,Home,Unemployed,6,Fair,0.4942,196864.0,0.0,Deniseburgh,CT,Saint Vincent and the Grenadines,3.0,1,Low
64,Male,Master's,Single,60733.0,742.0,42313.0,Auto,Self-employed,0,Good,0.2495,55918.0,0.0,Hoffmanstad,MD,Afghanistan,4.0,0,Low
30,Male,Master's,Widowed,30687.0,735.0,29432.0,Personal,Employed,11,Excellent,0.5401,21664.0,4.0,South Nicolas,FL,Sri Lanka,4.0,2,High
29,Female,High School,Married,105476.0,756.0,40166.0,Auto,Self-employed,19,Good,0.5831,255729.0,1.0,New Alishashire,WA,Turkey,4.0,0,Low
19,Non-binary,High School,Widowed,82245.0,758.0,39825.0,Auto,Unemployed,12,Fair,0.313,40047.0,3.0,Randallfort,MO,Falkland Islands (Malvinas),2.0,2,Low
56,Male,Bachelor's,Divorced,104166.0,663.0,37523.0,Home,Self-employed,14,Good,0.3622,244472.0,4.0,South Cassandra,FL,Ghana,2.0,2,Low
69,Male,Bachelor's,Divorced,81248.0,697.0,32192.0,Personal,Unemployed,15,Good,0.1438,44435.0,1.0,Sierrabury,PW,Slovakia (Slovak Republic),2.0,2,Low
31,Non-binary,Bachelor's,Single,70711.0,732.0,30552.0,Business,Employed,18,Excellent,0.5865,235495.0,2.0,New Scottland,MT,Zambia,0.0,1,High
34,Female,PhD,Widowed,50383.0,656.0,35210.0,Auto,Employed,3,Poor,0.3851,118420.0,4.0,North Maryberg,MA,Gibraltar,2.0,0,Low
29,Male,Master's,Married,88273.0,671.0,48226.0,Personal,Employed,10,Excellent,0.1474,165161.0,4.0,East Raymond,TN,Benin,0.0,1,Medium
23,Non-binary,Master's,Married,92161.0,751.0,24898.0,Personal,Employed,3,Good,0.2,182805.0,2.0,South Philip,SD,Mauritius,2.0,0,Medium
20,Male,High School,Single,24015.0,639.0,47780.0,Personal,Employed,10,Good,0.3251,81356.0,4.0,Patrickmouth,WY,Northern Mariana Islands,1.0,0,Medium
35,Male,Master's,Widowed,20059.0,657.0,47542.0,Auto,Employed,1,Excellent,0.4719,265108.0,1.0,Lewisport,TX,Macao,0.0,0,Low
60,Male,Bachelor's,Divorced,37279.0,797.0,7681.0,Home,Unemployed,8,Excellent,0.4988,225246.0,3.0,Christinastad,SD,Bosnia and Herzegovina,3.0,2,Low
45,Non-binary,Master's,Widowed,107856.0,632.0,40334.0,Personal,Self-employed,4,Good,0.1324,79735.0,2.0,Danielton,CA,Romania,2.0,0,Low
46,Male,Master's,Divorced,48548.0,717.0,13312.0,Home,Unemployed,14,Excellent,0.5914,271567.0,1.0,Stephenland,MP,Chad,4.0,1,Low
22,Male,Bachelor's,Widowed,96970.0,694.0,36027.0,Auto,Employed,3,Fair,0.5187,277897.0,2.0,North Tracyland,LA,Pitcairn Islands,0.0,0,Low
52,Non-binary,Bachelor's,Widowed,98412.0,655.0,29587.0,Personal,Employed,18,Good,0.5829,281508.0,2.0,Carrollview,MP,Faroe Islands,0.0,1,Low
57,Male,Bachelor's,Married,44204.0,731.0,46437.0,Auto,Employed,3,Good,0.4701,171263.0,0.0,Pacestad,IA,Venezuela,1.0,0,High
61,Non-binary,PhD,Married,61850.0,695.0,27303.0,Auto,Employed,10,Excellent,0.3853,226492.0,0.0,Ortizville,IA,Sweden,0.0,2,Low
64,Female,Master's,Divorced,54052.0,686.0,42204.0,Business,Employed,19,Excellent,0.5783,195590.0,0.0,West Benjamin,FM,Korea,4.0,2,Low
52,Female,Master's,Single,35852.0,752.0,8539.0,Business,Unemployed,1,Poor,0.3926,90940.0,4.0,Lake Michaelberg,KS,Andorra,0.0,0,Low
37,Male,PhD,Widowed,55607.0,686.0,23689.0,Personal,Employed,5,Poor,0.1541,280921.0,1.0,North Thomasfort,OK,Tokelau,3.0,0,Low
37,Female,PhD,Divorced,98723.0,692.0,12353.0,Business,Self-employed,19,Poor,0.3242,292433.0,0.0,Churchborough,MT,Taiwan,0.0,0,Medium
30,Male,Bachelor's,Divorced,94916.0,733.0,19515.0,Personal,Employed,16,Excellent,0.3405,119791.0,1.0,North Brian,AL,Singapore,3.0,2,Medium
29,Male,High School,Married,56660.0,640.0,7120.0,Home,Self-employed,10,Good,0.2296,299237.0,3.0,New Tonya,ME,Dominica,0.0,2,Low
18,Male,Master's,Widowed,99401.0,745.0,7866.0,Home,Unemployed,2,Good,0.1931,223370.0,2.0,Lake Stephen,IA,Mali,3.0,0,Low
52,Non-binary,High School,Single,63130.0,611.0,12690.0,Personal,Employed,11,Fair,0.4178,273965.0,2.0,North Jeanne,TX,Albania,1.0,1,Low
37,Female,High School,Divorced,22082.0,674.0,48407.0,Personal,Self-employed,2,Poor,0.3703,72608.0,1.0,South Jocelyn,FM,Mali,0.0,0,High
26,Male,PhD,Married,102446.0,700.0,10042.0,Business,Employed,11,Poor,0.2635,294155.0,3.0,New Alison,MH,China,0.0,0,Low
37,Female,Bachelor's,Single,61538.0,701.0,23855.0,Auto,Employed,17,Fair,0.5287,192993.0,0.0,New Janet,IL,Saint Vincent and the Grenadines,0.0,2,Low
33,Female,Bachelor's,Married,79607.0,704.0,42380.0,Auto,Unemployed,3,Good,0.3609,216010.0,3.0,Marthastad,FM,Pitcairn Islands,2.0,1,Low
26,Non-binary,Master's,Married,51957.0,612.0,27500.0,Auto,Unemployed,1,Poor,0.5949,91252.0,0.0,Ponceport,WV,Heard Island and McDonald Islands,4.0,2,Low
26,Female,High School,Divorced,78396.0,619.0,34047.0,Home,Self-employed,13,Excellent,0.4236,33239.0,0.0,Anthonymouth,SD,Vietnam,1.0,0,High
34,Male,PhD,Married,36593.0,758.0,8343.0,Auto,Self-employed,8,Good,0.5908,20193.0,0.0,Jamesfurt,MD,Togo,4.0,0,Low
34,Male,Master's,Married,39417.0,791.0,35337.0,Personal,Self-employed,16,Fair,0.4904,169065.0,0.0,West Kaitlynfurt,IA,Malaysia,4.0,2,High
54,Female,High School,Widowed,79739.0,755.0,33684.0,Personal,Unemployed,9,Excellent,0.4293,94472.0,3.0,Hawkinsbury,PA,Gambia,4.0,0,High
26,Male,Bachelor's,Single,72196.0,789.0,14443.0,Auto,Self-employed,7,Good,0.2071,259287.0,2.0,Joeland,SD,Cape Verde,3.0,2,Low
41,Non-binary,Bachelor's,Widowed,43640.0,690.0,48374.0,Business,Self-employed,7,Good,0.5054,293015.0,0.0,Pittsmouth,NE,Equatorial Guinea,3.0,2,Medium
59,Non-binary,Bachelor's,Single,107513.0,603.0,35766.0,Auto,Self-employed,0,Excellent,0.5501,164329.0,4.0,Leahside,KY,Guernsey,0.0,1,Low
65,Male,Master's,Married,34234.0,601.0,35090.0,Personal,Unemployed,3,Fair,0.1299,223604.0,2.0,Clarkebury,MD,Saint Barthelemy,3.0,2,Low
19,Non-binary,Bachelor's,Divorced,40572.0,640.0,43433.0,Business,Self-employed,16,Poor,0.4845,132386.0,3.0,New Nathan,SD,Turkey,4.0,0,Medium
22,Male,Master's,Married,27066.0,682.0,46543.0,Auto,Employed,9,Good,0.3321,25278.0,0.0,New Shawn,TN,Kiribati,3.0,2,Low
18,Male,Master's,Divorced,72092.0,627.0,11842.0,Auto,Employed,18,Excellent,0.2526,84899.0,0.0,Lake Paulberg,GU,Tanzania,1.0,0,Low
26,Non-binary,Master's,Divorced,38077.0,684.0,44004.0,Auto,Self-employed,2,Poor,0.4886,197091.0,2.0,Williamhaven,NM,Vietnam,3.0,1,Low
31,Female,Bachelor's,Divorced,111115.0,651.0,8775.0,Auto,Self-employed,11,Good,0.3391,107437.0,2.0,Davidstad,NY,Iraq,0.0,1,Low
27,Male,PhD,Widowed,58227.0,627.0,27628.0,Business,Employed,15,Poor,0.3848,172845.0,1.0,Christopherside,NC,Kenya,4.0,0,Low
67,Female,Master's,Divorced,66275.0,699.0,40371.0,Auto,Self-employed,19,Fair,0.4747,75282.0,4.0,North Steveland,MN,India,4.0,2,High
46,Non-binary,Bachelor's,Divorced,117435.0,638.0,20452.0,Personal,Unemployed,8,Poor,0.2441,119895.0,0.0,Madelinebury,WV,Samoa,4.0,0,Low
66,Male,Bachelor's,Married,98342.0,788.0,37371.0,Home,Employed,13,Fair,0.3239,101976.0,3.0,South Daniel,CT,Denmark,1.0,1,High
50,Male,Master's,Married,21304.0,699.0,45308.0,Auto,Self-employed,4,Poor,0.3106,65891.0,2.0,South Juan,WV,Armenia,3.0,0,Medium
